Country,Code,Year,Homicide_Count,Homicide_Rate
Greenland,GRL,2006,8.0,14.0817795
Greenland,GRL,2007,8.0,14.107357
Greenland,GRL,2008,8.0,14.139896
Greenland,GRL,2009,10.0,17.717302
Greenland,GRL,2010,11.0,19.520506
Greenland,GRL,2011,1.0,1.7765933
Greenland,GRL,2012,8.0,14.235255
Greenland,GRL,2013,7.0,12.4801655
Greenland,GRL,2014,4.0,7.148921
Greenland,GRL,2015,4.0,7.156339
Greenland,GRL,2016,3.0,5.3651905
Grenada,GRD,2000,15.0,13.96232
Grenada,GRD,2001,6.0,5.5588756
Grenada,GRD,2002,14.0,12.935296
Grenada,GRD,2003,9.0,8.276623
Grenada,GRD,2004,6.0,5.4786267
Grenada,GRD,2005,11.0,9.977008
Grenada,GRD,2006,12.0,10.811979
Grenada,GRD,2007,11.0,9.845647
Grenada,GRD,2008,16.0,14.22494
Grenada,GRD,2009,7.0,6.1810427
Grenada,GRD,2010,10.0,8.7689295
Grenada,GRD,2011,4.0,3.4807427
Grenada,GRD,2012,14.0,12.078076
Grenada,GRD,2013,6.0,5.130639
Grenada,GRD,2014,8.0,6.7812414
Grenada,GRD,2015,6.0,5.0428853
Grenada,GRD,2016,11.0,9.169265
Grenada,GRD,2017,12.0,9.923876
Grenada,GRD,2018,12.0,9.849144
Grenada,GRD,2019,16.0,13.037437
Grenada,GRD,2020,14.0,11.321091
Grenada,GRD,2021,5.0,4.012519
Guadeloupe,GLP,2004,26.0,6.3627944
Guadeloupe,GLP,2005,23.0,5.7038913
Guadeloupe,GLP,2006,24.0,5.986142
Guadeloupe,GLP,2007,29.0,7.220864
Guadeloupe,GLP,2008,32.0,7.958318
Guadeloupe,GLP,2009,36.0,8.940168
Guadeloupe,GLP,2011,27.0,6.6973753
Guadeloupe,GLP,2012,31.0,7.692613
Guadeloupe,GLP,2013,35.0,8.698958
Guadeloupe,GLP,2014,21.0,5.2389064
Guadeloupe,GLP,2015,39.0,9.772268
Guadeloupe,GLP,2016,23.0,5.781015
Guam,GUM,2000,2.0,1.2485368
Guam,GUM,2001,8.0,4.95284
Guam,GUM,2002,2.0,1.230296
Guam,GUM,2003,8.0,4.8964105
Guam,GUM,2004,9.0,5.487671
Guam,GUM,2005,7.0,4.2571177
Guam,GUM,2006,11.0,6.679824
Guam,GUM,2007,1.0,0.60693055
Guam,GUM,2008,1.0,0.60707426
Guam,GUM,2009,5.0,3.038036
Guam,GUM,2010,3.0,1.8192292
Guam,GUM,2011,4.0,2.4147444
Guam,GUM,2019,7.0,4.151248
Guatemala,GTM,1992,2669.0,27.869928
Guatemala,GTM,1993,3231.0,32.862526
Guatemala,GTM,1994,3239.0,32.08544
Guatemala,GTM,1995,3260.0,31.457798
Guatemala,GTM,1996,3619.0,34.03781
Guatemala,GTM,1997,3998.0,36.6608
Guatemala,GTM,1998,3310.0,29.595766
Guatemala,GTM,1999,2655.0,23.160458
Guatemala,GTM,2000,2904.0,24.7446
Guatemala,GTM,2001,3230.0,26.896059
Guatemala,GTM,2002,3631.0,29.544691
Guatemala,GTM,2003,4237.0,33.70589
Guatemala,GTM,2004,4507.0,35.06728
Guatemala,GTM,2005,5338.0,40.64628
Guatemala,GTM,2006,5885.0,43.87729
Guatemala,GTM,2007,5781.0,42.207535
Guatemala,GTM,2008,6292.0,45.00892
Guatemala,GTM,2009,6498.0,45.569904
Guatemala,GTM,2010,5960.0,40.981575
Guatemala,GTM,2011,5681.0,38.298565
Guatemala,GTM,2012,5155.0,34.075195
Guatemala,GTM,2013,5155.0,33.42484
Guatemala,GTM,2014,5253.0,33.429344
Guatemala,GTM,2017,5435.0,32.78298
Guatemala,GTM,2018,4869.0,28.895842
Guatemala,GTM,2019,4387.0,25.645466
Guatemala,GTM,2020,3292.0,18.960165
Guatemala,GTM,2021,3520.0,19.990364
Guinea-Bissau,GNB,2016,64.0,3.4885912
Guinea-Bissau,GNB,2017,21.0,1.1171243
Guyana,GUY,1990,90.0,12.046314
Guyana,GUY,1991,192.0,25.803104
Guyana,GUY,1992,105.0,14.093998
Guyana,GUY,1993,117.0,15.658678
Guyana,GUY,1994,108.0,14.408722
Guyana,GUY,1995,109.0,14.500669
Guyana,GUY,1996,88.0,11.677739
Guyana,GUY,1997,87.0,11.519959
Guyana,GUY,1998,113.0,14.9333315
Guyana,GUY,1999,91.0,12.005055
Guyana,GUY,2000,76.0,10.012503
Guyana,GUY,2001,80.0,10.5289545
Guyana,GUY,2002,143.0,18.807783
Guyana,GUY,2003,209.0,27.479698
Guyana,GUY,2004,131.0,17.22722
Guyana,GUY,2005,142.0,18.691368
Guyana,GUY,2006,153.0,20.174915
Guyana,GUY,2007,115.0,15.201154
Guyana,GUY,2008,158.0,20.950739
Guyana,GUY,2009,117.0,15.573877
Guyana,GUY,2010,140.0,18.718292
Guyana,GUY,2011,130.0,17.467718
Guyana,GUY,2012,139.0,18.68365
Guyana,GUY,2013,155.0,20.737991
Guyana,GUY,2014,149.0,19.837175
Guyana,GUY,2015,149.0,19.73429
Guyana,GUY,2016,142.0,18.706684
Guyana,GUY,2017,115.0,15.067107
Guyana,GUY,2018,111.0,14.130875
Guyana,GUY,2019,136.0,17.02654
Guyana,GUY,2020,157.0,19.69388
Guyana,GUY,2021,131.0,16.28205
Haiti,HTI,2007,486.0,5.1587834
Haiti,HTI,2008,498.0,5.20091
Haiti,HTI,2009,598.0,6.145538
Haiti,HTI,2010,677.0,6.878068
Haiti,HTI,2011,914.0,9.181951
Haiti,HTI,2012,1033.0,10.219083
Haiti,HTI,2013,1039.0,10.125515
Haiti,HTI,2014,980.0,9.411548
Haiti,HTI,2015,1071.0,10.138438
Haiti,HTI,2016,1028.0,9.595058
Haiti,HTI,2018,743.0,6.746927
Haiti,HTI,2020,1280.0,11.32062
Haiti,HTI,2021,1489.0,13.007129
Honduras,HND,1990,495.5328,9.806251
Honduras,HND,1991,703.7932,13.542591
Honduras,HND,1992,955.10614,17.86991
Honduras,HND,1993,1252.5227,22.78623
Honduras,HND,1994,1682.4454,29.762339
Honduras,HND,1995,1534.0,26.389893
Honduras,HND,1999,2563.0,39.568558
Honduras,HND,2000,3176.0,47.71115
Honduras,HND,2001,3488.0,51.0101
Honduras,HND,2002,3623.0,51.610367
Honduras,HND,2003,4073.0,56.554672
Honduras,HND,2004,3639.0,49.286194
Honduras,HND,2005,3212.0,42.460865
Honduras,HND,2006,3118.0,40.25719
Honduras,HND,2007,3588.0,45.277523
Honduras,HND,2008,4455.0,54.987938
Honduras,HND,2009,5280.0,63.7889
Honduras,HND,2010,6236.0,73.79067
Honduras,HND,2011,7104.0,82.38905
Honduras,HND,2012,7172.0,81.570755
Honduras,HND,2013,6431.0,71.769295
Honduras,HND,2014,5891.0,64.53877
Honduras,HND,2015,5148.0,55.38756
Honduras,HND,2016,5150.0,54.435158
Honduras,HND,2017,3864.0,40.13777
Honduras,HND,2018,3709.0,37.874573
Honduras,HND,2019,4078.0,40.94859
Honduras,HND,2020,3613.0,35.695362
Honduras,HND,2021,3931.0,38.245457
Hong Kong,HKG,1990,137.0,2.3464637
Hong Kong,HKG,1991,92.0,1.5531497
Hong Kong,HKG,1992,108.0,1.7976973
Hong Kong,HKG,1993,86.0,1.4121956
Hong Kong,HKG,1994,96.0,1.5562419
Hong Kong,HKG,1995,73.0,1.1691488
Hong Kong,HKG,1996,77.0,1.2157683
Hong Kong,HKG,1997,102.0,1.583547
Hong Kong,HKG,1998,64.0,0.9776877
Hong Kong,HKG,1999,63.0,0.9485146
Hong Kong,HKG,2000,43.0,0.6388167
Hong Kong,HKG,2001,66.0,0.97036827
Hong Kong,HKG,2002,69.0,1.0074688
Hong Kong,HKG,2003,52.0,0.7551053
Hong Kong,HKG,2004,45.0,0.6506653
Hong Kong,HKG,2005,34.0,0.49013427
Hong Kong,HKG,2006,35.0,0.5028306
Hong Kong,HKG,2007,18.0,0.2570894
Hong Kong,HKG,2008,36.0,0.51058924
Hong Kong,HKG,2009,47.0,0.6624762
Hong Kong,HKG,2010,35.0,0.49071583
Hong Kong,HKG,2011,17.0,0.23692176
Hong Kong,HKG,2012,27.0,0.3732344
Hong Kong,HKG,2013,62.0,0.8496845
Hong Kong,HKG,2014,27.0,0.36723787
Hong Kong,HKG,2015,22.0,0.2973038
Hong Kong,HKG,2016,28.0,0.37655023
Hong Kong,HKG,2017,24.0,0.32165036
Hong Kong,HKG,2018,48.0,0.64157784
Hong Kong,HKG,2019,24.0,0.32016557
Hong Kong,HKG,2020,22.0,0.2932959
Hong Kong,HKG,2021,23.0,0.30688852
Hungary,HUN,1990,201.0,1.9371647
Hungary,HUN,1991,307.0,2.9591084
Hungary,HUN,1992,305.0,2.9411592
Hungary,HUN,1993,298.0,2.8771644
Hungary,HUN,1994,313.0,3.026367
Hungary,HUN,1995,296.0,2.8662257
Hungary,HUN,1996,271.0,2.6289577
Hungary,HUN,1997,289.0,2.8095841
Hungary,HUN,1998,289.0,2.8164988
Hungary,HUN,1999,253.0,2.4730563
Hungary,HUN,2000,205.0,2.0093992
Hungary,HUN,2001,254.0,2.4955897
Hungary,HUN,2002,203.0,2.000315
Hungary,HUN,2003,228.0,2.253396
Hungary,HUN,2004,209.0,2.070436
Hungary,HUN,2005,164.0,1.6280298
Hungary,HUN,2006,174.0,1.7301275
Hungary,HUN,2007,154.0,1.5336856
Hungary,HUN,2008,181.0,1.8057547
Hungary,HUN,2009,139.0,1.3888085
Hungary,HUN,2010,138.0,1.3818206
Hungary,HUN,2011,145.0,1.4568114
Hungary,HUN,2012,124.0,1.249732
Hungary,HUN,2013,154.0,1.5563983
Hungary,HUN,2014,146.0,1.4795446
Hungary,HUN,2015,221.0,2.2449663
Hungary,HUN,2016,202.0,2.0580525
Hungary,HUN,2017,160.0,1.6344975
Hungary,HUN,2018,86.0,0.87967324
Hungary,HUN,2019,64.0,0.65494615
Hungary,HUN,2020,80.0,0.8204647
Hungary,HUN,2021,75.0,0.7724166
Iceland,ISL,1994,0.0,0.0
Iceland,ISL,1995,0.0,0.0
Iceland,ISL,1996,1.0,0.37155867
Iceland,ISL,1997,2.0,0.7370405
Iceland,ISL,1998,0.0,0.0
Iceland,ISL,1999,2.0,0.7203936
Iceland,ISL,2000,5.0,1.7764387
Iceland,ISL,2001,1.0,0.35058442
Iceland,ISL,2002,4.0,1.3898637
Iceland,ISL,2005,3.0,1.010004
Iceland,ISL,2006,0.0,0.0
Iceland,ISL,2007,2.0,0.6413278
Iceland,ISL,2008,0.0,0.0
Iceland,ISL,2009,1.0,0.3136758
Iceland,ISL,2010,2.0,0.6282729
Iceland,ISL,2011,3.0,0.93957585
Iceland,ISL,2012,1.0,0.3115464
Iceland,ISL,2013,1.0,0.30861863
Iceland,ISL,2014,1.0,0.3052098
Iceland,ISL,2015,3.0,0.9061815
Iceland,ISL,2016,1.0,0.29790765
Iceland,ISL,2017,3.0,0.87302697
Iceland,ISL,2018,3.0,0.8499884
Iceland,ISL,2019,1.0,0.27718145
Iceland,ISL,2020,5.0,1.3636277
Iceland,ISL,2021,2.0,0.5400516
India,IND,1990,44162.0,5.0734553
India,IND,1991,48574.0,5.46425
India,IND,1992,49688.0,5.474815
India,IND,1993,47947.0,5.175898
India,IND,1994,47458.0,5.020619
India,IND,1995,46386.0,4.810433
India,IND,1996,46912.0,4.7709646
India,IND,1997,47418.0,4.7307525
India,IND,1998,49292.0,4.825762
India,IND,1999,47781.0,4.5921187
India,IND,2000,48167.0,4.5456276
India,IND,2001,46420.0,4.3022475
India,IND,2002,45736.0,4.1642046
India,IND,2003,44331.0,3.967281
India,IND,2004,46490.0,4.0914764
India,IND,2005,45095.0,3.9055507
India,IND,2006,44961.0,3.8350396
India,IND,2007,45362.0,3.8129203
India,IND,2008,45999.0,3.8118565
India,IND,2009,45824.0,3.744892
India,IND,2010,46460.0,3.744921
India,IND,2011,47640.0,3.788104
India,IND,2012,47478.0,3.7252629
India,IND,2013,45878.0,3.5533159
India,IND,2014,47356.0,3.6225762
India,IND,2015,44373.0,3.3543067
India,IND,2016,42320.0,3.1614263
India,IND,2017,41017.0,3.0288827
India,IND,2018,40985.0,2.993784
India,IND,2019,40479.0,2.926661
India,IND,2020,40651.0,2.9111555
India,IND,2021,41330.0,2.9362788
Indonesia,IDN,1998,1758.0,0.84577996
Indonesia,IDN,1999,2090.0,0.99053586
Indonesia,IDN,2000,2204.0,1.0295581
Indonesia,IDN,2003,1635.0,0.7329205
Indonesia,IDN,2004,1419.0,0.62804675
Iran,IRN,2009,2215.0,2.9802475
Iran,IRN,2013,2037.0,2.596263
Iran,IRN,2014,1936.0,2.42116
Iraq,IRQ,1990,1168.0,6.614423
Iraq,IRQ,1991,1171.0,6.5615554
Iraq,IRQ,1992,1397.0,7.5983076
Iraq,IRQ,1993,1118.0,5.7940016
Iraq,IRQ,1994,1267.0,6.2573857
Iraq,IRQ,2008,4596.0,15.729824
Iraq,IRQ,2009,2554.0,8.432093
Iraq,IRQ,2010,2691.0,8.607103
Iraq,IRQ,2011,2634.0,8.1351385
Iraq,IRQ,2012,2697.0,7.9641047
Iraq,IRQ,2013,3339.0,9.410459
Ireland,IRL,1990,17.0,0.48775247
Ireland,IRL,1991,23.0,0.656242
Ireland,IRL,1992,25.0,0.70854306
Ireland,IRL,1993,23.0,0.64867306
Ireland,IRL,1994,25.0,0.70236605
Ireland,IRL,1995,43.0,1.2012911
Ireland,IRL,1996,42.0,1.1644903
Ireland,IRL,1997,38.0,1.043913
Ireland,IRL,1998,38.0,1.0329828
Ireland,IRL,1999,38.0,1.0215297
Ireland,IRL,2000,37.0,0.98170567
Ireland,IRL,2001,52.0,1.3580506
Ireland,IRL,2002,52.0,1.3352995
Ireland,IRL,2003,37.0,0.9346491
Ireland,IRL,2004,30.0,0.744056
Ireland,IRL,2005,52.0,1.2617637
Ireland,IRL,2006,62.0,1.4640574
Ireland,IRL,2007,78.0,1.7890589
Ireland,IRL,2008,51.0,1.1454515
Ireland,IRL,2009,53.0,1.1778321
Ireland,IRL,2010,55.0,1.215581
Ireland,IRL,2011,42.0,0.92419386
Ireland,IRL,2012,52.0,1.1392142
Ireland,IRL,2013,51.0,1.1113939
Ireland,IRL,2015,31.0,0.6644148
Ireland,IRL,2016,34.0,0.72098243
Ireland,IRL,2017,39.0,0.8172925
Ireland,IRL,2018,39.0,0.80670065
Ireland,IRL,2019,32.0,0.6535922
Ireland,IRL,2020,33.0,0.6671898
Ireland,IRL,2021,22.0,0.4411889
Isle of Man,IMN,2011,1.0,1.1855435
Isle of Man,IMN,2012,2.0,2.3714104
Isle of Man,IMN,2013,2.0,2.3768919
Isle of Man,IMN,2014,3.0,3.5758557
Isle of Man,IMN,2015,1.0,1.1962724
Isle of Man,IMN,2016,0.0,0.0
Israel,ISR,1990,147.0,3.0604253
Israel,ISR,1991,112.0,2.2659166
Israel,ISR,1992,149.0,2.933424
Israel,ISR,1993,141.0,2.7047775
Israel,ISR,1994,140.0,2.6186373
Israel,ISR,1995,112.0,2.0442677
Israel,ISR,1996,117.0,2.0846345
Israel,ISR,1997,156.0,2.7162166
Israel,ISR,1998,147.0,2.5044706
Israel,ISR,1999,137.0,2.2855854
Israel,ISR,2000,154.0,2.5175912
Israel,ISR,2001,193.0,3.0939493
Israel,ISR,2002,208.0,3.272142
Israel,ISR,2003,171.0,2.6405542
Israel,ISR,2004,159.0,2.4105568
Israel,ISR,2005,169.0,2.517082
Israel,ISR,2006,153.0,2.2394361
Israel,ISR,2007,135.0,1.9418864
Israel,ISR,2008,120.0,1.6962277
Israel,ISR,2009,144.0,2.0000827
Israel,ISR,2010,150.0,2.046819
Israel,ISR,2011,147.0,1.9705757
Israel,ISR,2012,128.0,1.6859617
Israel,ISR,2013,127.0,1.6436564
Israel,ISR,2014,108.0,1.3733737
Israel,ISR,2015,110.0,1.3736645
Israel,ISR,2016,104.0,1.2746646
Israel,ISR,2017,123.0,1.4802767
Israel,ISR,2018,116.0,1.3717287
Israel,ISR,2019,132.0,1.5334716
Israel,ISR,2020,125.0,1.4273497
Israel,ISR,2021,173.0,1.9438074
Italy,ITA,1990,1794.0,3.160868
Italy,ITA,1991,1938.0,3.412303
Italy,ITA,1992,1476.0,2.5970743
Italy,ITA,1993,1071.0,1.8832606
Italy,ITA,1994,969.0,1.7034721
Italy,ITA,1995,1012.0,1.7790239
Italy,ITA,1996,953.0,1.6748984
Italy,ITA,1997,873.0,1.5335753
Italy,ITA,1998,889.0,1.5613272
Italy,ITA,1999,819.0,1.4382281
Italy,ITA,2000,766.0,1.3446523
Italy,ITA,2001,709.0,1.243969
Italy,ITA,2002,644.0,1.1276963
Italy,ITA,2005,610.0,1.0481122
Italy,ITA,2006,625.0,1.0696578
Italy,ITA,2007,631.0,1.0735221
Italy,ITA,2008,615.0,1.0384264
Italy,ITA,2009,590.0,0.99055046
Italy,ITA,2010,529.0,0.8842834
Italy,ITA,2011,552.0,0.9196023
Italy,ITA,2012,530.0,0.8805428
Italy,ITA,2013,502.0,0.8323302
Italy,ITA,2014,475.0,0.7874304
Italy,ITA,2015,469.0,0.77864414
Italy,ITA,2016,404.0,0.6720047
Italy,ITA,2017,376.0,0.6266246
Italy,ITA,2018,359.0,0.5995582
Italy,ITA,2019,317.0,0.53073996
Italy,ITA,2020,285.0,0.47898695
Italy,ITA,2021,303.0,0.51147586
Jamaica,JAM,1990,544.0,22.742195
Jamaica,JAM,1991,566.0,23.467297
Jamaica,JAM,1992,632.0,25.959368
Jamaica,JAM,1993,657.0,26.717505
Jamaica,JAM,1994,692.0,27.856258
Jamaica,JAM,1995,780.0,31.083475
Jamaica,JAM,1996,925.0,36.51949
Jamaica,JAM,1997,1038.0,40.626945
Jamaica,JAM,1998,859.0,33.338936
Jamaica,JAM,1999,854.0,32.893337
Jamaica,JAM,2000,887.0,33.955986
Jamaica,JAM,2001,1139.0,43.383774
Jamaica,JAM,2002,1045.0,39.609688
Jamaica,JAM,2003,975.0,36.7782
Jamaica,JAM,2004,1471.0,55.21721
Jamaica,JAM,2005,1674.0,62.535885
Jamaica,JAM,2006,1340.0,49.820415
Jamaica,JAM,2007,1584.0,58.64015
Jamaica,JAM,2008,1619.0,59.711445
Jamaica,JAM,2009,1683.0,61.82042
Jamaica,JAM,2010,1447.0,52.928127
Jamaica,JAM,2011,1133.0,41.25747
Jamaica,JAM,2012,1102.0,39.930183
Jamaica,JAM,2013,1202.0,43.34454
Jamaica,JAM,2014,1005.0,36.0921
Jamaica,JAM,2015,1209.0,43.264412
Jamaica,JAM,2016,1354.0,48.310635
Jamaica,JAM,2017,1647.0,58.646004
Jamaica,JAM,2018,1289.0,45.84195
Jamaica,JAM,2019,1340.0,47.62289
Jamaica,JAM,2020,1333.0,47.262203
Jamaica,JAM,2021,1474.0,52.127274
Japan,JPN,1990,676.0,0.54654384
Japan,JPN,1991,639.0,0.51501524
Japan,JPN,1992,673.0,0.5408025
Japan,JPN,1993,715.0,0.57301044
Japan,JPN,1994,751.0,0.6002273
Japan,JPN,1995,724.0,0.5771961
Japan,JPN,1996,652.0,0.5185871
Japan,JPN,1997,710.0,0.56336695
Japan,JPN,1998,775.0,0.6135776
Japan,JPN,1999,736.0,0.581565
Japan,JPN,2000,678.0,0.53468406
Japan,JPN,2001,697.0,0.548535
Japan,JPN,2002,662.0,0.5200243
Japan,JPN,2003,697.0,0.5466566
Japan,JPN,2004,699.0,0.5474998
Japan,JPN,2005,643.0,0.5031363
Japan,JPN,2006,619.0,0.48396364
Japan,JPN,2007,574.0,0.44841498
Japan,JPN,2008,654.0,0.5106278
Japan,JPN,2009,506.0,0.39495137
Japan,JPN,2010,465.0,0.36298227
Japan,JPN,2011,442.0,0.34529293
Japan,JPN,2012,429.0,0.3355398
Japan,JPN,2013,370.0,0.2897894
Japan,JPN,2014,395.0,0.30986047
Japan,JPN,2015,363.0,0.28526312
Japan,JPN,2016,362.0,0.28505316
Japan,JPN,2017,306.0,0.24158695
Japan,JPN,2018,334.0,0.26454216
Japan,JPN,2019,319.0,0.2535939
Japan,JPN,2020,318.0,0.25390282
Japan,JPN,2021,285.0,0.22870894
Jordan,JOR,1990,120.0,3.4476943
Jordan,JOR,1991,121.0,3.3002589
Jordan,JOR,1992,141.0,3.6463435
Jordan,JOR,1993,165.0,4.0483255
Jordan,JOR,1994,197.0,4.604777
Jordan,JOR,1995,35.0,0.7850711
Jordan,JOR,1996,45.0,0.9764194
Jordan,JOR,1997,42.0,0.88726175
Jordan,JOR,2007,112.0,1.7301421
Jordan,JOR,2008,120.0,1.809171
Jordan,JOR,2009,102.0,1.5043155
Jordan,JOR,2010,116.0,1.6735778
Jordan,JOR,2011,141.0,1.9831281
Jordan,JOR,2012,161.0,2.2324328
Jordan,JOR,2013,144.0,1.8713902
Jordan,JOR,2014,170.0,1.9634961
Jordan,JOR,2015,151.0,1.5904369
Jordan,JOR,2016,131.0,1.3146466
Jordan,JOR,2017,133.0,1.3019582
Jordan,JOR,2018,94.0,0.8986731
Jordan,JOR,2019,122.0,1.1403272
Jordan,JOR,2020,108.0,0.98822176
Jordan,JOR,2021,114.0,1.0225796
Kazakhstan,KAZ,1990,1475.0,8.745113
Kazakhstan,KAZ,1991,1512.0,8.897367
Kazakhstan,KAZ,1992,1880.0,11.030652
Kazakhstan,KAZ,1993,2586.0,15.229954
Kazakhstan,KAZ,1994,2549.0,15.220499
Kazakhstan,KAZ,1995,2447.0,14.889569
Kazakhstan,KAZ,1996,2625.0,16.25966
Kazakhstan,KAZ,1997,2581.0,16.314346
Kazakhstan,KAZ,1998,2531.0,16.3562
Kazakhstan,KAZ,1999,2374.0,15.560831
Kazakhstan,KAZ,2000,2325.0,15.259658
Kazakhstan,KAZ,2001,2160.0,14.134937
Kazakhstan,KAZ,2002,1967.0,12.823553
Kazakhstan,KAZ,2003,1991.0,12.9145565
Kazakhstan,KAZ,2004,2091.0,13.47127
Kazakhstan,KAZ,2008,1807.0,11.156719
Kazakhstan,KAZ,2009,1771.0,10.797221
Kazakhstan,KAZ,2010,1387.0,8.341434
Kazakhstan,KAZ,2011,1420.0,8.419846
Kazakhstan,KAZ,2012,1266.0,7.402269
Kazakhstan,KAZ,2013,1120.0,6.45692
Kazakhstan,KAZ,2014,904.0,5.1386127
Kazakhstan,KAZ,2015,853.0,4.782487
Kazakhstan,KAZ,2017,915.0,4.995956
Kazakhstan,KAZ,2020,606.0,3.192962
Kenya,KEN,2004,1199.7,3.4482226
Kenya,KEN,2005,1083.6,3.0231836
Kenya,KEN,2006,1105.96,2.9951317
Kenya,KEN,2007,1101.66,2.896301
Kenya,KEN,2008,1215.18,3.1009858
Kenya,KEN,2009,1907.48,4.725644
Kenya,KEN,2010,1926.0,4.638963
Kenya,KEN,2011,2271.0,5.3265915
Kenya,KEN,2012,2374.0,5.429288
Kenya,KEN,2014,2305.0,5.029252
Kenya,KEN,2015,2261.0,4.825887
Kenya,KEN,2016,2363.0,4.933743
Kenya,KEN,2017,2466.0,5.0379853
Kenya,KEN,2018,1569.0,3.1409333
Kenya,KEN,2019,1576.0,3.0931406
Kenya,KEN,2020,1859.0,3.5759778
Kenya,KEN,2021,2796.0,5.274913
Kiribati,KIR,1991,0.0,0.0
Kiribati,KIR,1992,0.0,0.0
Kiribati,KIR,1993,0.0,0.0
Kiribati,KIR,1994,0.0,0.0
Kiribati,KIR,1995,0.0,0.0
Kiribati,KIR,1996,1.0,1.2072701
Kiribati,KIR,1997,0.0,0.0
Kiribati,KIR,1998,0.0,0.0
Kiribati,KIR,1999,0.0,0.0
Kiribati,KIR,2000,3.0,3.3774085
Kiribati,KIR,2001,4.0,4.418376
Kiribati,KIR,2008,7.0,6.73297
Kiribati,KIR,2009,1.0,0.94343626
Kiribati,KIR,2010,4.0,3.703875
Kiribati,KIR,2011,11.0,10.011786
Kiribati,KIR,2012,8.0,7.167335
Kosovo,OWID_KOS,2008,113.0,6.2660465
Kosovo,OWID_KOS,2009,73.0,4.061273
Kosovo,OWID_KOS,2010,106.0,5.9133224
Kosovo,OWID_KOS,2011,62.0,3.4457116
Kosovo,OWID_KOS,2012,90.0,4.968498
Kosovo,OWID_KOS,2013,41.0,2.2706196
Kosovo,OWID_KOS,2014,55.0,3.0936956
Kosovo,OWID_KOS,2015,42.0,2.3875546
Kosovo,OWID_KOS,2016,38.0,2.1705317
Kosovo,OWID_KOS,2017,48.0,2.771898
Kosovo,OWID_KOS,2018,44.0,2.5731566
Kosovo,OWID_KOS,2019,24.0,1.4227626
Kosovo,OWID_KOS,2020,37.0,2.2146425
Kosovo,OWID_KOS,2021,33.0,1.9855483
Kuwait,KWT,1996,16.0,0.9393434
Kuwait,KWT,2001,39.0,1.9581518
Kuwait,KWT,2002,23.0,1.1233958
Kuwait,KWT,2003,29.0,1.3799628
Kuwait,KWT,2004,43.0,1.9967675
Kuwait,KWT,2005,41.0,1.8341216
Kuwait,KWT,2006,45.0,1.9040293
Kuwait,KWT,2007,59.0,2.3536272
Kuwait,KWT,2008,38.0,1.4334589
Kuwait,KWT,2009,49.0,1.7527857
Kuwait,KWT,2010,60.0,2.038489
Kuwait,KWT,2011,59.0,1.876695
Kuwait,KWT,2012,61.0,1.7969383
Kuwait,KWT,2017,46.0,1.1151773
Kuwait,KWT,2018,37.0,0.85703987
Kuwait,KWT,2019,16.0,0.36027116
Kuwait,KWT,2020,11.0,0.25226787
Latvia,LVA,1992,259.0,9.726298
Latvia,LVA,1993,387.0,14.665265
Latvia,LVA,1994,348.0,13.35147
Latvia,LVA,1995,288.0,11.205569
Latvia,LVA,1996,268.0,10.574965
Latvia,LVA,1997,272.0,10.884881
Latvia,LVA,1998,250.0,10.152956
Latvia,LVA,1999,229.0,9.438043
Latvia,LVA,2000,238.0,9.947631
Latvia,LVA,2001,219.0,9.282613
Latvia,LVA,2002,214.0,9.199775
Latvia,LVA,2012,70.0,3.4085884
Latvia,LVA,2013,50.0,2.461252
Latvia,LVA,2014,64.0,3.1824346
Latvia,LVA,2015,67.0,3.3635306
Latvia,LVA,2016,69.0,3.496369
Latvia,LVA,2017,81.0,4.143514
Latvia,LVA,2018,84.0,4.339671
Latvia,LVA,2019,65.0,3.391501
Latvia,LVA,2020,70.0,3.6899357
Latvia,LVA,2021,57.0,3.0417538
Lebanon,LBN,2008,183.0,3.744159
Lebanon,LBN,2009,145.0,2.9286218
Lebanon,LBN,2010,163.0,3.262741
Lebanon,LBN,2011,168.0,3.3299925
Lebanon,LBN,2012,194.0,3.746376
Lebanon,LBN,2013,236.0,4.15577
Lebanon,LBN,2014,240.0,3.825102
Lebanon,LBN,2015,231.0,3.6099732
Lebanon,LBN,2016,235.0,3.7548215
Lebanon,LBN,2017,246.0,4.02668
Lebanon,LBN,2018,172.0,2.8903487
Lebanon,LBN,2019,182.0,3.1477506
Lebanon,LBN,2020,128.0,2.2603166
Lesotho,LSO,1990,519.0,28.84941
Lesotho,LSO,1991,549.0,30.008043
Lesotho,LSO,1992,640.0,34.436245
Lesotho,LSO,1993,665.0,35.26957
Lesotho,LSO,1994,833.0,43.59791
Lesotho,LSO,2007,895.0,45.123055
Lesotho,LSO,2008,752.0,37.69398
Liberia,LBR,2007,100.0,2.7527428
Liberia,LBR,2008,177.0,4.677729
Liberia,LBR,2009,145.0,3.713126
Liberia,LBR,2010,129.0,3.2089903
Liberia,LBR,2011,161.0,3.8506157
Liberia,LBR,2012,135.0,3.1165302
Liechtenstein,LIE,1994,0.0,0.0
Liechtenstein,LIE,1995,0.0,0.0
Liechtenstein,LIE,1996,0.0,0.0
Liechtenstein,LIE,1997,0.0,0.0
Liechtenstein,LIE,1998,0.0,0.0
Liechtenstein,LIE,1999,1.0,3.066074
Liechtenstein,LIE,2000,0.0,0.0
Liechtenstein,LIE,2001,0.0,0.0
